account_id,segment,score,outcome,arr,snapshot_date
ACC-0948,Mid-Market,87,0,"$53,000",2025-09-30
ACC-0949,Mid-Market,76,0,"$36,000",2025-09-30
ACC-0950,Mid-Market,57,1,"$23,000",2025-09-30
ACC-0951,SMB,52,1,"$19,000",2025-09-30
ACC-0952,SMB,75,0,"$11,000",2025-09-30
ACC-0953,SMB,86,0,"$17,000",2025-09-30
ACC-0954,SMB,72,0,"$19,000",2025-09-30
ACC-0955,Enterprise,49,0,"$291,000",2025-09-30
ACC-0956,Enterprise,55,0,"$338,000",2025-09-30
ACC-0957,Mid-Market,55,0,"$79,000",2025-09-30
ACC-0958,Enterprise,87,0,"$363,000",2025-09-30
ACC-0959,Mid-Market,41,1,"$70,000",2025-09-30
ACC-0960,SMB,79,0,"$13,000",2025-09-30
ACC-0961,SMB,18,0,"$16,000",2025-09-30
ACC-0962,Mid-Market,49,0,"$83,000",2025-09-30
ACC-0963,SMB,65,0,"$12,000",2025-09-30
ACC-0964,SMB,84,0,"$6,000",2025-09-30
ACC-0965,Enterprise,51,0,"$165,000",2025-09-30
ACC-0966,SMB,65,0,"$4,000",2025-09-30
ACC-0967,SMB,67,0,"$3,000",2025-09-30
ACC-0968,SMB,48,0,"$10,000",2025-09-30
ACC-0969,SMB,57,0,"$11,000",2025-09-30
ACC-0970,Mid-Market,48,0,"$80,000",2025-09-30
ACC-0971,SMB,75,0,"$5,000",2025-09-30
ACC-0972,Enterprise,48,1,"$122,000",2025-09-30
ACC-0973,Mid-Market,87,0,"$52,000",2025-09-30
ACC-0974,Mid-Market,63,0,"$76,000",2025-09-30
ACC-0975,SMB,67,0,"$4,000",2025-09-30
ACC-0976,Mid-Market,100,0,"$23,000",2025-09-30
ACC-0977,Mid-Market,56,0,"$66,000",2025-09-30
ACC-0978,SMB,74,0,"$18,000",2025-09-30
ACC-0979,Enterprise,60,0,"$153,000",2025-09-30
ACC-0980,Enterprise,73,0,"$140,000",2025-09-30
ACC-0981,SMB,75,0,"$20,000",2025-09-30
ACC-0982,Enterprise,60,0,"$114,000",2025-09-30
ACC-0983,Enterprise,37,0,"$138,000",2025-09-30
ACC-0984,SMB,58,0,"$12,000",2025-09-30
ACC-0985,SMB,82,0,"$11,000",2025-09-30
ACC-0986,SMB,73,0,"$14,000",2025-09-30
ACC-0987,SMB,87,0,"$11,000",2025-09-30
ACC-0988,Mid-Market,34,0,"$69,000",2025-09-30
ACC-0989,Mid-Market,38,0,"$62,000",2025-09-30
ACC-0990,Mid-Market,78,0,"$54,000",2025-09-30
ACC-0991,Enterprise,36,0,"$279,000",2025-09-30
ACC-0992,SMB,59,0,"$7,000",2025-09-30
ACC-0993,Mid-Market,81,1,"$27,000",2025-09-30
ACC-0994,Mid-Market,65,0,"$65,000",2025-09-30
ACC-0995,Enterprise,69,0,"$238,000",2025-09-30
ACC-0996,Mid-Market,89,0,"$62,000",2025-09-30
ACC-0997,Mid-Market,65,0,"$21,000",2025-09-30
ACC-0998,Enterprise,96,0,"$191,000",2025-09-30
ACC-0999,Mid-Market,46,0,"$79,000",2025-09-30
ACC-1000,SMB,78,0,"$12,000",2025-09-30
ACC-1001,SMB,50,1,"$16,000",2025-09-30
ACC-1002,Mid-Market,44,0,"$47,000",2025-09-30
ACC-1003,Mid-Market,91,0,"$26,000",2025-09-30
ACC-1004,SMB,40,0,"$17,000",2025-09-30
ACC-1005,SMB,67,0,"$12,000",2025-09-30
ACC-1006,Mid-Market,51,0,"$57,000",2025-09-30
ACC-1007,SMB,52,1,"$10,000",2025-09-30
ACC-1008,Mid-Market,100,0,"$85,000",2025-09-30
ACC-1009,Enterprise,50,0,"$116,000",2025-09-30
ACC-1010,SMB,63,0,"$19,000",2025-09-30
ACC-1011,Mid-Market,26,0,"$74,000",2025-09-30
ACC-1012,SMB,92,0,"$3,000",2025-09-30
ACC-1013,SMB,83,0,"$7,000",2025-09-30
ACC-1014,SMB,100,0,"$16,000",2025-09-30
ACC-1015,Enterprise,54,0,"$354,000",2025-09-30
ACC-1016,SMB,63,0,"$6,000",2025-09-30
ACC-1017,Enterprise,79,0,"$147,000",2025-09-30
ACC-1018,SMB,60,0,"$16,000",2025-09-30
ACC-1019,SMB,44,0,"$13,000",2025-09-30
ACC-1020,SMB,52,0,"$20,000",2025-09-30
ACC-1021,Enterprise,58,0,"$365,000",2025-09-30
ACC-1022,SMB,58,0,"$8,000",2025-09-30
ACC-1023,Mid-Market,53,0,"$68,000",2025-09-30
ACC-1024,SMB,68,0,"$12,000",2025-09-30
ACC-1025,Mid-Market,62,0,"$22,000",2025-09-30
ACC-1026,SMB,100,0,"$6,000",2025-09-30
ACC-1027,SMB,81,0,"$3,000",2025-09-30
ACC-1028,SMB,71,0,"$11,000",2025-09-30
ACC-1029,Mid-Market,41,0,"$52,000",2025-09-30
ACC-1030,Mid-Market,88,0,"$56,000",2025-09-30
ACC-1031,Mid-Market,54,0,"$83,000",2025-09-30
ACC-1032,SMB,72,0,"$16,000",2025-09-30
ACC-1033,SMB,91,0,"$9,000",2025-09-30
ACC-1034,Mid-Market,73,0,"$61,000",2025-09-30
ACC-1035,Enterprise,45,0,"$132,000",2025-09-30
ACC-1036,SMB,78,0,"$7,000",2025-09-30
ACC-1037,SMB,73,1,"$17,000",2025-09-30
ACC-1038,Enterprise,18,1,"$90,000",2025-09-30
ACC-1039,SMB,33,0,"$20,000",2025-09-30
ACC-1040,SMB,27,1,"$3,000",2025-09-30
ACC-1041,Mid-Market,73,0,"$66,000",2025-09-30
ACC-1042,SMB,52,0,"$3,000",2025-09-30
ACC-1043,SMB,100,0,"$15,000",2025-09-30
ACC-1044,Enterprise,41,0,"$262,000",2025-09-30
ACC-1045,Enterprise,64,0,"$107,000",2025-09-30
ACC-1046,SMB,87,1,"$8,000",2025-09-30
ACC-1047,Mid-Market,90,0,"$20,000",2025-09-30
ACC-1048,Mid-Market,62,0,"$57,000",2025-09-30
ACC-1049,Enterprise,60,0,"$209,000",2025-09-30
ACC-1050,Enterprise,56,0,"$225,000",2025-09-30
ACC-1051,SMB,87,0,"$18,000",2025-09-30
ACC-1052,SMB,62,0,"$19,000",2025-09-30
ACC-1053,SMB,49,0,"$19,000",2025-09-30
ACC-1054,Mid-Market,65,0,"$30,000",2025-09-30
ACC-1055,Mid-Market,60,1,"$66,000",2025-09-30
ACC-1056,Mid-Market,83,0,"$90,000",2025-09-30
ACC-1057,Mid-Market,49,0,"$49,000",2025-09-30
ACC-1058,SMB,71,0,"$4,000",2025-09-30
ACC-1059,Mid-Market,59,1,"$22,000",2025-09-30
ACC-1060,Enterprise,49,0,"$104,000",2025-09-30
ACC-1061,Mid-Market,59,0,"$47,000",2025-09-30
ACC-1062,Mid-Market,72,0,"$28,000",2025-09-30
ACC-1063,Enterprise,78,0,"$176,000",2025-09-30
ACC-1064,Mid-Market,75,0,"$43,000",2025-09-30
ACC-1065,SMB,63,0,"$19,000",2025-09-30
ACC-1066,SMB,29,0,"$15,000",2025-09-30
ACC-1067,SMB,97,0,"$8,000",2025-09-30
ACC-1068,Enterprise,58,0,"$303,000",2025-09-30
ACC-1069,SMB,61,0,"$11,000",2025-09-30
ACC-1070,SMB,77,0,"$18,000",2025-09-30
ACC-1071,SMB,73,0,"$7,000",2025-09-30
ACC-1072,SMB,91,0,"$14,000",2025-09-30
ACC-1073,Enterprise,54,0,"$390,000",2025-09-30
ACC-1074,Enterprise,48,0,"$158,000",2025-09-30
ACC-1075,Enterprise,54,0,"$383,000",2025-09-30
ACC-1076,Mid-Market,100,0,"$39,000",2025-09-30
ACC-1077,Mid-Market,60,0,"$71,000",2025-09-30
ACC-1078,Mid-Market,56,1,"$33,000",2025-09-30
ACC-1079,Enterprise,81,0,"$100,000",2025-09-30
ACC-1080,SMB,98,0,"$16,000",2025-09-30
ACC-1081,SMB,72,0,"$9,000",2025-09-30
ACC-1082,Enterprise,66,0,"$87,000",2025-09-30
ACC-1083,Enterprise,71,0,"$103,000",2025-09-30
ACC-1084,SMB,86,0,"$18,000",2025-09-30
ACC-1085,SMB,89,0,"$7,000",2025-09-30
ACC-1086,SMB,80,0,"$11,000",2025-09-30
ACC-1087,Mid-Market,63,0,"$83,000",2025-09-30
ACC-1088,SMB,65,1,"$7,000",2025-09-30
ACC-1089,Enterprise,75,0,"$217,000",2025-09-30
ACC-1090,Mid-Market,86,0,"$82,000",2025-09-30
ACC-1091,SMB,74,0,"$5,000",2025-09-30
ACC-1092,SMB,72,0,"$11,000",2025-09-30
ACC-1093,SMB,92,0,"$10,000",2025-09-30
ACC-1094,Enterprise,27,0,"$205,000",2025-09-30
ACC-1095,SMB,57,0,"$9,000",2025-09-30
ACC-1096,Enterprise,65,0,"$254,000",2025-09-30
ACC-1097,SMB,66,0,"$13,000",2025-09-30
ACC-1098,Mid-Market,100,0,"$76,000",2025-09-30
ACC-1099,Mid-Market,77,0,"$80,000",2025-09-30
ACC-1100,Mid-Market,80,0,"$88,000",2025-09-30
ACC-1101,Mid-Market,65,0,"$28,000",2025-09-30
ACC-1102,Enterprise,73,0,"$245,000",2025-09-30
ACC-1103,Mid-Market,45,0,"$77,000",2025-09-30
ACC-1104,Mid-Market,48,0,"$34,000",2025-09-30
ACC-1105,Enterprise,78,0,"$358,000",2025-09-30
ACC-1106,Mid-Market,57,0,"$36,000",2025-09-30
ACC-1107,SMB,62,1,"$4,000",2025-09-30
ACC-1108,SMB,49,0,"$10,000",2025-09-30
ACC-1109,Enterprise,76,0,"$258,000",2025-09-30
ACC-1110,SMB,67,0,"$8,000",2025-09-30
ACC-1111,Enterprise,73,0,"$244,000",2025-09-30
ACC-1112,SMB,67,0,"$6,000",2025-09-30
ACC-1113,Enterprise,35,0,"$157,000",2025-09-30
ACC-1114,Enterprise,63,0,"$112,000",2025-09-30
ACC-1115,SMB,79,0,"$9,000",2025-09-30
ACC-1116,Mid-Market,88,0,"$49,000",2025-09-30
ACC-1117,SMB,51,0,"$14,000",2025-09-30
ACC-1118,Mid-Market,68,0,"$47,000",2025-09-30
ACC-1119,Mid-Market,64,0,"$20,000",2025-09-30
ACC-1120,Mid-Market,0,1,"$69,000",2025-09-30
ACC-1121,Mid-Market,77,0,"$25,000",2025-09-30
ACC-1122,SMB,88,0,"$6,000",2025-09-30
ACC-1123,Enterprise,79,1,"$332,000",2025-09-30
ACC-1124,SMB,53,0,"$8,000",2025-09-30
ACC-1125,Enterprise,85,0,"$157,000",2025-09-30
ACC-1126,Enterprise,62,0,"$358,000",2025-09-30
ACC-1127,Mid-Market,81,0,"$77,000",2025-09-30
ACC-1128,Enterprise,91,0,"$86,000",2025-09-30
ACC-1129,Enterprise,61,0,"$356,000",2025-09-30
ACC-1130,SMB,86,0,"$16,000",2025-09-30
ACC-1131,SMB,28,0,"$9,000",2025-09-30
ACC-1132,SMB,67,0,"$18,000",2025-09-30
ACC-1133,SMB,64,1,"$7,000",2025-09-30
ACC-1134,SMB,81,0,"$14,000",2025-09-30
ACC-1135,Enterprise,83,0,"$278,000",2025-09-30
ACC-1136,Enterprise,52,0,"$137,000",2025-09-30
ACC-1137,Mid-Market,71,0,"$33,000",2025-09-30
ACC-1138,Enterprise,58,0,"$358,000",2025-09-30
ACC-1139,Enterprise,74,0,"$386,000",2025-09-30
ACC-1140,Mid-Market,62,0,"$30,000",2025-09-30
ACC-1141,Mid-Market,66,0,"$80,000",2025-09-30
ACC-1142,Mid-Market,74,0,"$63,000",2025-09-30
ACC-1143,Mid-Market,81,0,"$50,000",2025-09-30
ACC-1144,Mid-Market,51,0,"$64,000",2025-09-30
ACC-1145,SMB,68,1,"$16,000",2025-09-30
ACC-1146,Mid-Market,61,1,"$27,000",2025-09-30
ACC-1147,Enterprise,88,0,"$264,000",2025-09-30
ACC-1148,Mid-Market,56,0,"$88,000",2025-09-30
ACC-1149,Mid-Market,67,0,"$80,000",2025-09-30
ACC-1150,Mid-Market,75,0,"$50,000",2025-09-30
ACC-1151,Mid-Market,60,0,"$25,000",2025-09-30
ACC-1152,Enterprise,69,0,"$189,000",2025-09-30
ACC-1153,SMB,49,0,"$3,000",2025-09-30
ACC-1154,SMB,41,0,"$13,000",2025-09-30
ACC-1155,Enterprise,69,0,"$336,000",2025-09-30
ACC-1156,Mid-Market,98,0,"$29,000",2025-09-30
ACC-1157,Mid-Market,55,0,"$61,000",2025-09-30
ACC-1158,Mid-Market,80,0,"$81,000",2025-09-30
ACC-1159,SMB,60,0,"$3,000",2025-09-30
ACC-1160,Mid-Market,56,0,"$62,000",2025-09-30
ACC-1161,Mid-Market,88,0,"$52,000",2025-09-30
ACC-1162,Mid-Market,63,1,"$73,000",2025-09-30
ACC-1163,Enterprise,59,0,"$346,000",2025-09-30
ACC-1164,Mid-Market,69,0,"$75,000",2025-09-30
ACC-1165,SMB,85,0,"$12,000",2025-09-30
ACC-1166,Enterprise,68,0,"$292,000",2025-09-30
ACC-1167,Mid-Market,63,0,"$24,000",2025-09-30
ACC-1168,SMB,43,0,"$5,000",2025-09-30
ACC-1169,SMB,78,0,"$18,000",2025-09-30
ACC-1170,SMB,31,1,"$9,000",2025-09-30
ACC-1171,SMB,47,0,"$10,000",2025-09-30
ACC-1172,SMB,60,1,"$19,000",2025-09-30
ACC-1173,Mid-Market,81,0,"$69,000",2025-09-30
ACC-1174,SMB,55,0,"$19,000",2025-09-30
ACC-1175,SMB,73,0,"$9,000",2025-09-30
ACC-1176,Mid-Market,73,0,"$21,000",2025-09-30
ACC-1177,SMB,66,0,"$15,000",2025-09-30
ACC-1178,Mid-Market,100,0,"$71,000",2025-09-30
ACC-1179,Enterprise,78,0,"$146,000",2025-09-30
ACC-1180,Enterprise,55,0,"$366,000",2025-09-30
ACC-1181,SMB,45,0,"$13,000",2025-09-30
ACC-1182,Enterprise,39,0,"$286,000",2025-09-30
ACC-1183,SMB,46,0,"$9,000",2025-09-30
ACC-1184,Mid-Market,63,0,"$45,000",2025-09-30
ACC-1185,SMB,95,0,"$11,000",2025-09-30
ACC-1186,Mid-Market,52,1,"$47,000",2025-09-30
ACC-1187,SMB,88,0,"$12,000",2025-09-30
ACC-1188,Enterprise,70,0,"$116,000",2025-09-30
ACC-1189,Mid-Market,63,0,"$21,000",2025-09-30
ACC-1190,Mid-Market,76,0,"$73,000",2025-09-30
ACC-1191,SMB,42,0,"$9,000",2025-09-30
ACC-1192,SMB,50,1,"$4,000",2025-09-30
ACC-1193,SMB,22,0,"$16,000",2025-09-30
ACC-1194,Enterprise,65,0,"$314,000",2025-09-30
ACC-1195,SMB,54,0,"$3,000",2025-09-30
ACC-1196,SMB,62,0,"$12,000",2025-09-30
ACC-1197,Mid-Market,87,0,"$23,000",2025-09-30
ACC-1198,SMB,61,0,"$20,000",2025-09-30
ACC-1199,SMB,80,0,"$9,000",2025-09-30
ACC-1200,SMB,34,1,"$8,000",2025-09-30
